,noteId,HELPFUL,NOT_HELPFUL,SOMEWHAT_HELPFUL,helpfulness_ratio
58,1662700197015691265,162.0,248.0,25.0,0.3951219512195122
59,1665071104132628481,37.0,33.0,11.0,0.5285714285714286
60,1826721473727213890,15.0,11.0,1.0,0.5769230769230769
61,1823141217246527626,144.0,21.0,4.0,0.8727272727272727
62,1643349601611571204,11.0,13.0,0.0,0.4583333333333333
63,1850166725188182064,18.0,2.0,1.0,0.9
64,1809678008048918744,94.0,142.0,8.0,0.3983050847457627
65,1881418581868777946,654.0,3461.0,105.0,0.1589307411907655
66,1887705449480200239,26.0,0.0,0.0,1.0
67,1904941874869375183,56.0,1.0,1.0,0.9824561403508772
68,1771694291548594455,1233.0,178.0,95.0,0.8738483345145287
69,1742154998316667245,115.0,16.0,3.0,0.8778625954198473
70,1745552814024032736,106.0,5.0,2.0,0.954954954954955
71,1765019466172129662,192.0,6.0,3.0,0.9696969696969696
72,1782623186280186027,369.0,25.0,7.0,0.9365482233502538
73,1798864526932111650,66.0,8.0,1.0,0.8918918918918919
74,1808186882297417980,594.0,130.0,9.0,0.8204419889502762
75,1808192471718903942,320.0,797.0,23.0,0.2864816472694718
76,1811161742283853849,209.0,34.0,15.0,0.8600823045267489
77,1812450701257392530,135.0,18.0,7.0,0.8823529411764706
78,1812998785804722450,138.0,24.0,2.0,0.8518518518518519
79,1817333212869456274,26.0,5.0,0.0,0.8387096774193549
80,1818752906017026407,58.0,25.0,9.0,0.6987951807228916
81,1822140481398083595,435.0,41.0,7.0,0.9138655462184874
82,1836513696400490960,138.0,368.0,6.0,0.2727272727272727
83,1840238017857876254,188.0,869.0,18.0,0.1778618732261116
84,1851647268383814029,61.0,37.0,8.0,0.6224489795918368
85,1870558326767198591,57.0,8.0,6.0,0.8769230769230769
86,1875691210272112661,135.0,33.0,5.0,0.8035714285714286
87,1882188275898622005,122.0,1148.0,59.0,0.0960629921259842
88,1889898410779746582,100.0,531.0,36.0,0.1584786053882725
89,1892587561534493042,523.0,389.0,15.0,0.5734649122807017
90,1691757794880344516,179.0,7.0,3.0,0.9623655913978496
91,1667692597509324816,23.0,27.0,3.0,0.46
92,1668061243855208448,70.0,31.0,6.0,0.693069306930693
93,1812619369580494862,22.0,20.0,1.0,0.5238095238095238
94,1831362621649375735,362.0,281.0,8.0,0.5629860031104199
95,1851671302295179563,381.0,275.0,49.0,0.5807926829268293
96,1743927237701783568,29.0,1.0,0.0,0.9666666666666668
97,1742772283494588740,613.0,245.0,15.0,0.7144522144522144
98,1808080857938166045,6.0,10.0,0.0,0.375
99,1896700003889860687,288.0,156.0,8.0,0.6486486486486487
100,1685684990846046209,92.0,16.0,3.0,0.8518518518518519
101,1761076598265041171,89.0,53.0,6.0,0.6267605633802817
102,1891318494202921182,223.0,1199.0,38.0,0.1568213783403657
103,1816959520863846803,54.0,8.0,1.0,0.8709677419354839
104,1889214766503039161,210.0,11.0,2.0,0.9502262443438914
105,1904606576671154482,190.0,606.0,18.0,0.2386934673366834
106,1769272906389872796,472.0,2460.0,86.0,0.1609822646657571
107,1794350594301304888,22.0,4.0,3.0,0.8461538461538461
108,1845863345963888897,113.0,41.0,8.0,0.7337662337662337
109,1767544066420449550,15.0,18.0,3.0,0.4545454545454545
110,1689693788166344821,34.0,11.0,5.0,0.7555555555555555
111,1717675531703902303,73.0,217.0,13.0,0.2517241379310345
112,1875841438644117659,195.0,69.0,6.0,0.7386363636363636
113,1878289750743785708,547.0,71.0,7.0,0.8851132686084142
114,1890516307168444573,102.0,272.0,6.0,0.2727272727272727
115,1891581139439210682,225.0,154.0,29.0,0.5936675461741425
116,1905743460537339929,53.0,28.0,2.0,0.654320987654321
117,1906639318212325628,135.0,191.0,23.0,0.4141104294478527
118,1907609027321933974,137.0,219.0,4.0,0.3848314606741573
119,1809952106113044618,414.0,275.0,16.0,0.6008708272859217
120,1791116925721776424,71.0,25.0,10.0,0.7395833333333334
121,1801348828529885519,42.0,77.0,4.0,0.3529411764705882
122,1820184523965124674,25.0,15.0,0.0,0.625
123,1821483355705151596,260.0,829.0,12.0,0.2387511478420569
124,1869541618816102697,130.0,48.0,3.0,0.7303370786516854
125,1905650316109910100,722.0,556.0,23.0,0.564945226917058
126,1907993953435042135,68.0,34.0,1.0,0.6666666666666666
127,1883326741672001866,1050.0,245.0,25.0,0.8108108108108109
128,1889674230784274815,36.0,30.0,3.0,0.5454545454545454
129,1896265502978187268,48.0,18.0,1.0,0.7272727272727273
130,1634592299303964673,13.0,22.0,4.0,0.3714285714285714
131,1772027338328342806,48.0,29.0,11.0,0.6233766233766234
132,1653963034912751616,98.0,13.0,13.0,0.8828828828828829
133,1817685347159130128,18.0,8.0,2.0,0.6923076923076923
134,1833904396335227032,207.0,1609.0,3.0,0.1139867841409691
135,1880343082555638114,129.0,84.0,9.0,0.6056338028169014
136,1746508785386938725,182.0,30.0,2.0,0.8584905660377359
137,1762114450717393280,63.0,171.0,7.0,0.2692307692307692
138,1817618955575386560,118.0,17.0,3.0,0.8740740740740741
139,1635621518213357568,163.0,131.0,70.0,0.5544217687074829
140,1658783585799634950,332.0,5.0,3.0,0.9851632047477744
141,1665413745231757317,11.0,19.0,1.0,0.3666666666666666
142,1794265083142611080,463.0,70.0,12.0,0.8686679174484052
143,1865049125198401728,315.0,6.0,3.0,0.9813084112149532
144,1868624503258878195,62.0,72.0,4.0,0.4626865671641791
145,1585506493088301057,599.0,354.0,53.0,0.6285414480587618
146,1801715006976725463,233.0,22.0,2.0,0.9137254901960784
147,1818675861987434496,124.0,120.0,1.0,0.5081967213114754
148,1621733469716873217,51.0,23.0,10.0,0.6891891891891891
149,1871570893593551076,633.0,31.0,7.0,0.9533132530120482
150,1744770000945045945,105.0,15.0,8.0,0.875
151,1827328354879443078,232.0,18.0,12.0,0.928
152,1881448138990625218,12.0,0.0,0.0,1.0
153,1889460083882598454,1074.0,1959.0,87.0,0.354104846686449
154,1891690559095316593,21.0,38.0,0.0,0.3559322033898305
155,1812803904968479136,149.0,305.0,22.0,0.3281938325991189
156,1675083125355839489,45.0,93.0,4.0,0.3260869565217391
157,1864750805443600437,1657.0,33.0,13.0,0.9804733727810652
158,1905363711529025960,451.0,214.0,28.0,0.6781954887218045
159,1822820234966733172,383.0,92.0,9.0,0.8063157894736842
160,1819244642883285400,104.0,114.0,3.0,0.4770642201834862
161,1747989891697279476,54.0,153.0,12.0,0.2608695652173913
162,1795359415064764668,247.0,565.0,30.0,0.3041871921182266
163,1821476241112735917,48.0,5.0,1.0,0.9056603773584906
164,1840505738877407571,289.0,58.0,6.0,0.8328530259365994
165,1829953560424955998,322.0,9.0,2.0,0.972809667673716
166,1854153494179029437,244.0,265.0,13.0,0.4793713163064833
167,1816127052149407959,75.0,280.0,17.0,0.2112676056338028
168,1832067439519310279,492.0,637.0,7.0,0.4357838795394154
169,1841848963873571207,152.0,22.0,4.0,0.8735632183908046
170,1744270364413161472,201.0,105.0,12.0,0.6568627450980392
171,1748671564030370120,27.0,64.0,11.0,0.2967032967032967
172,1815227520570011925,250.0,137.0,20.0,0.6459948320413437
173,1817746670890692737,97.0,114.0,14.0,0.4597156398104265
174,1840005290009247967,340.0,95.0,14.0,0.7816091954022989
175,1857622608272871555,5.0,80.0,2.0,0.0588235294117647
176,1803496569939136763,128.0,6.0,3.0,0.9552238805970148
177,1812300635728929128,702.0,433.0,47.0,0.6185022026431718
178,1845530849736851668,134.0,37.0,7.0,0.783625730994152
179,1753054489228026283,222.0,358.0,17.0,0.3827586206896551
180,1754574950881534247,12.0,68.0,3.0,0.15
181,1881361171334213765,153.0,223.0,6.0,0.4069148936170212
182,1764241104562495746,117.0,4.0,3.0,0.9669421487603306
183,1887892167752053022,265.0,574.0,20.0,0.3158522050059594
184,1888444113910911132,104.0,246.0,13.0,0.2971428571428571
185,1807169168443424784,92.0,14.0,5.0,0.8679245283018868
186,1851301837204590616,520.0,106.0,15.0,0.8306709265175719
187,1885479608319172808,404.0,470.0,27.0,0.4622425629290618
188,1794280408139403551,18.0,31.0,7.0,0.3673469387755102
189,1803941874597794118,17.0,179.0,1.0,0.086734693877551
190,1751876509529149543,167.0,251.0,7.0,0.3995215311004784
191,1754900925464953008,27.0,118.0,3.0,0.1862068965517241
192,1801722050177819033,26.0,41.0,2.0,0.3880597014925373
193,1804967593377431885,468.0,358.0,17.0,0.5665859564164649
194,1821890547931328757,104.0,74.0,4.0,0.5842696629213483
195,1762330966427570575,58.0,4.0,0.0,0.935483870967742
196,1822413800366387470,20.0,3.0,1.0,0.8695652173913043
197,1832066555183542537,69.0,2.0,0.0,0.971830985915493
198,1745500826590724404,119.0,37.0,6.0,0.7628205128205128
199,1791341954367988019,83.0,125.0,4.0,0.3990384615384615
200,1765165381390320096,3.0,25.0,0.0,0.1071428571428571
201,1767976385337794697,167.0,6.0,9.0,0.9653179190751444
202,1801598255190388992,400.0,178.0,4.0,0.6920415224913494
203,1803825324972712332,287.0,44.0,4.0,0.8670694864048338
204,1802097714827518140,13.0,26.0,1.0,0.3333333333333333
205,1686495671199600640,99.0,53.0,17.0,0.6513157894736842
206,1819745125280497724,903.0,502.0,17.0,0.6427046263345195
207,1837235048279388374,77.0,12.0,0.0,0.8651685393258427
208,1856155376397263042,203.0,101.0,19.0,0.6677631578947368
209,1861818986381582486,92.0,58.0,3.0,0.6133333333333333
210,1728215129014042913,139.0,33.0,6.0,0.8081395348837209
211,1847920592508399818,2327.0,245.0,9.0,0.9047433903576982
212,1809693742204613051,757.0,425.0,17.0,0.6404399323181049
213,1861349262610817257,406.0,30.0,9.0,0.9311926605504588
214,1887363201312170334,194.0,304.0,19.0,0.3895582329317269
215,1894029421356495291,43.0,32.0,2.0,0.5733333333333334
216,1902082715861856682,516.0,73.0,6.0,0.8760611205432938
217,1902382063841341656,179.0,26.0,3.0,0.8731707317073171
218,1619889820817395714,88.0,30.0,13.0,0.7457627118644068
219,1808490413373653072,5.0,5.0,0.0,0.5
220,1813576949224059052,29.0,10.0,2.0,0.7435897435897436
221,1763182076881166578,134.0,31.0,17.0,0.8121212121212121
222,1840956787794542908,152.0,386.0,13.0,0.2825278810408922
223,1645653250774020102,34.0,64.0,6.0,0.3469387755102041
224,1792186142944628873,20.0,12.0,1.0,0.625
225,1903619317553381699,314.0,394.0,12.0,0.4435028248587571
226,1662887687940976640,218.0,23.0,9.0,0.9045643153526972
227,1709105708803793265,156.0,29.0,18.0,0.8432432432432433
228,1769849218326290765,56.0,118.0,7.0,0.3218390804597701
229,1793485201206661331,33.0,23.0,0.0,0.5892857142857143
230,1767358589285683622,76.0,48.0,9.0,0.6129032258064516
231,1774043893471891775,110.0,211.0,15.0,0.3426791277258567
232,1797402481867083812,75.0,212.0,5.0,0.2613240418118467
233,1813972001180270810,30.0,26.0,2.0,0.5357142857142857
234,1816582066361729233,15.0,193.0,5.0,0.0721153846153846
235,1823565506097643891,5.0,25.0,0.0,0.1666666666666666
236,1825283014953202011,5.0,5.0,2.0,0.5
237,1826498321692733575,79.0,17.0,1.0,0.8229166666666666
238,1843773044990320695,196.0,20.0,4.0,0.9074074074074074
239,1848865104823226796,427.0,22.0,8.0,0.9510022271714922
240,1857938603814637827,36.0,271.0,3.0,0.1172638436482084
241,1868418530481201397,568.0,78.0,15.0,0.8792569659442725
242,1870651292047020377,537.0,817.0,88.0,0.396602658788774
243,1870895122302345424,83.0,144.0,1.0,0.3656387665198238
244,1889894070119461336,215.0,99.0,13.0,0.6847133757961783
245,1890171587116114000,81.0,48.0,3.0,0.627906976744186
246,1775250321033629843,5.0,0.0,0.0,1.0
247,1793761642628395262,832.0,99.0,12.0,0.8936627282491945
248,1825019404666458607,76.0,13.0,1.0,0.8539325842696629
249,1832085890560328005,46.0,5.0,0.0,0.9019607843137256
250,1836245883345592802,9.0,20.0,3.0,0.3103448275862069
251,1628026387956129801,57.0,5.0,1.0,0.9193548387096774
252,1876364400002576772,80.0,139.0,3.0,0.365296803652968
253,1721664625349898712,491.0,598.0,25.0,0.4508723599632691
254,1814316875825737953,321.0,210.0,19.0,0.6045197740112994
255,1813384126092693682,21.0,11.0,0.0,0.65625
256,1822467503102001392,137.0,73.0,6.0,0.6523809523809524
257,1825623709043843388,163.0,23.0,5.0,0.8763440860215054
258,1840954627166257410,224.0,387.0,22.0,0.3666121112929623
259,1843285324258062473,508.0,80.0,19.0,0.8639455782312925
260,1740814105089364010,76.0,8.0,5.0,0.9047619047619048
261,1750646620385943711,166.0,97.0,14.0,0.6311787072243346
262,1810008437431869503,273.0,19.0,7.0,0.934931506849315
263,1842389949015810333,416.0,142.0,15.0,0.7455197132616488
264,1847394083008106647,30.0,129.0,4.0,0.1886792452830188
265,1717149562106736928,6.0,18.0,1.0,0.25
266,1801725108194570250,10.0,217.0,2.0,0.0440528634361233
267,1747779305495736359,26.0,535.0,6.0,0.0463458110516934
268,1804431724497047576,27.0,5.0,0.0,0.84375
269,1818775688318795985,129.0,43.0,3.0,0.75
270,1811894438312214733,34.0,4.0,0.0,0.8947368421052632
271,1818185989983961405,1822.0,159.0,54.0,0.9197375063099444
272,1818254110065373243,73.0,25.0,1.0,0.7448979591836735
273,1821203265641705872,123.0,99.0,11.0,0.5540540540540541
274,1838030122449801622,183.0,387.0,29.0,0.3210526315789473
275,1848119206107095238,202.0,262.0,5.0,0.4353448275862069
276,1851198657023901754,100.0,1185.0,7.0,0.0778210116731517
277,1887173475049017356,411.0,367.0,13.0,0.5282776349614395
278,1734097520643506649,22.0,27.0,3.0,0.4489795918367347
279,1853915796352946287,28.0,326.0,3.0,0.0790960451977401
280,1653413182252130307,193.0,32.0,6.0,0.8577777777777778
281,1683561864586747905,26.0,1.0,1.0,0.9629629629629628
282,1754005501824606223,70.0,392.0,10.0,0.1515151515151515
283,1816461429853053151,493.0,124.0,41.0,0.7990275526742301
284,1817610017681379416,12.0,266.0,3.0,0.0431654676258992
285,1821645352086467037,92.0,45.0,6.0,0.6715328467153284
286,1727020752770068707,29.0,3.0,1.0,0.90625
287,1730329788122792436,100.0,5.0,4.0,0.9523809523809524
288,1735834336752980062,79.0,36.0,3.0,0.6869565217391305
289,1736091796415881626,257.0,76.0,15.0,0.7717717717717718
290,1736486690833752096,262.0,111.0,7.0,0.7024128686327078
291,1736525423104720910,51.0,8.0,0.0,0.864406779661017
292,1741715541499289919,124.0,25.0,1.0,0.8322147651006712
293,1754577899523330337,169.0,467.0,11.0,0.2657232704402515
294,1754894308199563467,41.0,3.0,0.0,0.9318181818181818
295,1758358800099377341,443.0,11.0,1.0,0.9757709251101322
296,1760737067577810987,35.0,14.0,2.0,0.7142857142857143
297,1762376610332762292,4.0,1.0,0.0,0.8
298,1766367988712722817,171.0,84.0,6.0,0.6705882352941176
299,1766408201267032475,229.0,74.0,5.0,0.7557755775577558
300,1788355671538225619,109.0,11.0,0.0,0.9083333333333332
301,1819810374746517717,51.0,10.0,5.0,0.8360655737704918
302,1890889410960613873,98.0,223.0,1.0,0.3052959501557632
303,1769511316811608573,362.0,146.0,8.0,0.7125984251968503
304,1607675273771728897,35.0,10.0,6.0,0.7777777777777778
305,1794474399065628691,333.0,120.0,5.0,0.7350993377483444
306,1805042678142566871,39.0,24.0,2.0,0.6190476190476191
307,1843394539840778244,42.0,9.0,1.0,0.8235294117647058
308,1801259754167148958,15.0,18.0,0.0,0.4545454545454545
309,1822378004892221525,99.0,117.0,5.0,0.4583333333333333
310,1868705065545986475,268.0,96.0,7.0,0.7362637362637363
311,1901967156285145489,47.0,171.0,6.0,0.2155963302752293
312,1744355858190930284,28.0,50.0,3.0,0.358974358974359
313,1730755148899594551,65.0,6.0,6.0,0.9154929577464788
314,1775511001028591652,259.0,50.0,18.0,0.8381877022653722
315,1597249728139370497,206.0,96.0,34.0,0.6821192052980133
316,1667604642673442817,66.0,59.0,9.0,0.528
317,1681427078581813248,15.0,20.0,2.0,0.4285714285714285
318,1682687957633753089,56.0,17.0,1.0,0.7671232876712328
319,1689731984363323777,2.0,17.0,1.0,0.1052631578947368
320,1699519719689072777,127.0,83.0,5.0,0.6047619047619047
321,1707854202733535462,36.0,43.0,7.0,0.4556962025316455
322,1727795329007808952,13.0,0.0,1.0,1.0
323,1728120691726381212,274.0,133.0,7.0,0.6732186732186732
324,1761138213479976982,124.0,47.0,5.0,0.7251461988304093
325,1767012992657289692,330.0,14.0,6.0,0.9593023255813954
326,1767342458126369138,35.0,25.0,6.0,0.5833333333333334
327,1770264177678160210,148.0,39.0,6.0,0.7914438502673797
328,1802391985514295584,20.0,60.0,1.0,0.25
329,1816000378866975050,62.0,92.0,8.0,0.4025974025974026
330,1818694805184270373,54.0,64.0,3.0,0.4576271186440678
331,1827423726654087222,46.0,14.0,2.0,0.7666666666666667
332,1848102092176851309,749.0,477.0,29.0,0.6109298531810766
333,1852508719575150639,122.0,14.0,1.0,0.8970588235294118
334,1853452442278809882,55.0,71.0,4.0,0.4365079365079365
335,1867385024104083940,116.0,193.0,16.0,0.3754045307443365
336,1874125690989133920,80.0,69.0,7.0,0.5369127516778524
337,1882272184690954688,199.0,28.0,2.0,0.8766519823788547
338,1882977884966400287,458.0,71.0,4.0,0.8657844990548205
339,1888751884309246011,347.0,462.0,13.0,0.4289245982694685
340,1890200858685804598,20.0,0.0,1.0,1.0
341,1892314959755038885,162.0,97.0,8.0,0.6254826254826255
342,1895249852868526571,16.0,55.0,0.0,0.2253521126760563
343,1898352304715419815,420.0,31.0,23.0,0.9312638580931264
344,1909353550041260092,73.0,113.0,6.0,0.3924731182795699
345,1770940041386484056,160.0,116.0,17.0,0.5797101449275363
346,1787202374781874220,590.0,62.0,17.0,0.9049079754601228
347,1837300252216578408,5.0,246.0,1.0,0.0199203187250996
348,1790124174586831157,77.0,6.0,2.0,0.927710843373494
349,1803547374524178768,61.0,129.0,6.0,0.3210526315789473
350,1811882145146917177,63.0,161.0,2.0,0.28125
351,1453101343430881296,14.0,57.0,3.0,0.1971830985915492
352,1578071930074284035,3.0,18.0,1.0,0.1428571428571428
353,1736093965466624157,117.0,248.0,13.0,0.3205479452054794
354,1780441439287021908,65.0,10.0,0.0,0.8666666666666667
355,1819773278166143161,223.0,52.0,4.0,0.8109090909090909
356,1847859574310916585,547.0,89.0,5.0,0.860062893081761
357,1802629278246506781,567.0,70.0,39.0,0.8901098901098901
358,1743430467141988776,79.0,10.0,5.0,0.8876404494382022
359,1585417630302601216,219.0,11.0,13.0,0.9521739130434784
360,1895177395944255540,394.0,24.0,5.0,0.9425837320574164
361,1889480596075979224,1125.0,85.0,8.0,0.9297520661157024
362,1561033698480459778,32.0,7.0,6.0,0.8205128205128205
363,1703525042154332550,11.0,57.0,1.0,0.1617647058823529
364,1685116035005829120,176.0,25.0,6.0,0.8756218905472637
365,1762054091671314789,204.0,55.0,12.0,0.7876447876447876
366,1884804319461200010,272.0,332.0,3.0,0.4503311258278146
367,1805873756620906702,8.0,38.0,0.0,0.1739130434782608
368,1631735213213581313,36.0,9.0,8.0,0.8
369,1669819598991134721,44.0,60.0,5.0,0.4230769230769231
370,1754387984231678262,258.0,241.0,3.0,0.5170340681362725
371,1809648051759223126,39.0,70.0,3.0,0.3577981651376147
372,1819316769225351544,14.0,148.0,1.0,0.0864197530864197
373,1837616242133553613,91.0,57.0,2.0,0.6148648648648649
374,1847906664650842186,56.0,100.0,1.0,0.358974358974359
375,1850943460687155585,80.0,112.0,14.0,0.4166666666666667
376,1637143402578862083,190.0,117.0,49.0,0.6188925081433225
377,1895707253392490823,229.0,52.0,1.0,0.8149466192170819
378,1737409176622571690,273.0,11.0,2.0,0.9612676056338028
379,1768956376947065073,205.0,8.0,0.0,0.9624413145539906
380,1797759988242186741,38.0,14.0,1.0,0.7307692307692307
381,1807182982072987989,8.0,6.0,1.0,0.5714285714285714
382,1850837110405689520,568.0,25.0,3.0,0.957841483979764
383,1853315286209859998,196.0,75.0,2.0,0.7232472324723247
384,1878478945320120464,62.0,91.0,0.0,0.4052287581699346
385,1731741079618118103,248.0,379.0,34.0,0.3955342902711323
386,1798122738114056702,54.0,1474.0,20.0,0.0353403141361256
387,1798364280313491798,367.0,45.0,4.0,0.8907766990291263
388,1831387157552099742,78.0,208.0,6.0,0.2727272727272727
389,1899964934101893151,94.0,78.0,5.0,0.5465116279069767
390,1804451724549149120,6.0,43.0,0.0,0.1224489795918367
391,1784155360917340178,66.0,1.0,1.0,0.9850746268656716
392,1759511630465876422,6.0,11.0,0.0,0.3529411764705882
393,1800225607986659748,21.0,1.0,0.0,0.9545454545454546
394,1805909517625905634,38.0,18.0,0.0,0.6785714285714286
395,1817786467504271708,51.0,9.0,2.0,0.85
396,1854179747376566616,235.0,304.0,16.0,0.4359925788497217
397,1869821777247121905,35.0,27.0,4.0,0.5645161290322581
398,1891062914976551025,28.0,10.0,1.0,0.7368421052631579
399,1673470652156616704,15.0,5.0,5.0,0.75
400,1680929007984934917,14.0,32.0,1.0,0.3043478260869565
401,1712246720698994953,62.0,14.0,2.0,0.8157894736842105
402,1712935763195596837,5.0,17.0,1.0,0.2272727272727272
403,1713594224669540624,152.0,191.0,9.0,0.4431486880466472
404,1723387658733224190,51.0,49.0,2.0,0.51
405,1726977965190426932,50.0,172.0,5.0,0.2252252252252252
406,1790983762962006267,302.0,204.0,10.0,0.5968379446640316
407,1899516497506222247,133.0,3.0,1.0,0.9779411764705882
408,1900695192618893491,13.0,3.0,0.0,0.8125
409,1809860934841823597,20.0,38.0,3.0,0.3448275862068966
410,1821549874720231730,15.0,48.0,0.0,0.238095238095238
411,1830568168013664612,22.0,8.0,0.0,0.7333333333333333
412,1852259743244677345,20.0,32.0,6.0,0.3846153846153846
413,1888944532160692479,22.0,77.0,1.0,0.2222222222222222
414,1796140716512436364,23.0,96.0,3.0,0.1932773109243697
415,1734665287075553534,171.0,124.0,17.0,0.5796610169491525
416,1776675544920154507,142.0,120.0,4.0,0.5419847328244275
417,1458428206638419972,52.0,25.0,4.0,0.6753246753246753
418,1458460858540085255,13.0,21.0,4.0,0.3823529411764705
419,1455901337309356032,10.0,2.0,0.0,0.8333333333333334
420,1712180335306297537,101.0,12.0,6.0,0.8938053097345132
421,1744466503280251188,78.0,31.0,5.0,0.7155963302752294
422,1669790822873841664,594.0,75.0,46.0,0.8878923766816144
423,1865640298275299445,237.0,192.0,6.0,0.5524475524475524
424,1824172280114548804,148.0,92.0,6.0,0.6166666666666667
425,1824229831833256341,297.0,64.0,2.0,0.8227146814404432
426,1791604941032681722,16.0,6.0,1.0,0.7272727272727273
427,1472974056941137922,40.0,0.0,2.0,1.0
428,1906239329435095277,30.0,18.0,5.0,0.625
429,1760814576608907492,93.0,4.0,0.0,0.9587628865979382
430,1761086015010205764,25.0,442.0,1.0,0.0535331905781584
431,1765103829815599542,27.0,14.0,0.0,0.6585365853658537
432,1766099598928404693,198.0,39.0,1.0,0.8354430379746836
433,1804668170931671546,10.0,70.0,0.0,0.125
434,1679997019350286337,300.0,5.0,3.0,0.9836065573770492
435,1825260695430296050,73.0,4.0,0.0,0.948051948051948
436,1705241281642057751,231.0,23.0,6.0,0.9094488188976378
437,1756667547858903240,151.0,312.0,19.0,0.326133909287257
438,1761522554747904368,162.0,231.0,5.0,0.4122137404580153
439,1784411919144948148,166.0,12.0,4.0,0.9325842696629212
440,1786691527844003975,24.0,13.0,2.0,0.6486486486486487
441,1906559963935154210,188.0,167.0,10.0,0.5295774647887324
442,1739354663604928936,183.0,17.0,0.0,0.915
443,1739007339989016970,4.0,1.0,1.0,0.8
444,1852985539206500372,45.0,80.0,1.0,0.36
445,1411398707690541057,57.0,0.0,3.0,1.0
446,1737163137420337251,40.0,1.0,0.0,0.975609756097561
447,1894146490068599257,102.0,98.0,1.0,0.51
448,1847155737077993889,57.0,4.0,2.0,0.9344262295081968
449,1847537723206209886,79.0,133.0,3.0,0.3726415094339622
450,1849269737571688792,37.0,1.0,1.0,0.9736842105263158
451,1791194683621704156,32.0,11.0,1.0,0.7441860465116279
452,1782525833304854642,10.0,7.0,0.0,0.5882352941176471
453,1806306006063833119,43.0,75.0,5.0,0.3644067796610169
454,1817271702822289592,4.0,1.0,0.0,0.8
